type,theme,count,percent,percent_count
Federal,patentability,2,0.002876580321314022,0.00% (2)
Federal,Elementary/Secondary,2,0.002876580321314022,0.00% (2)
Federal,practitioner,2,0.002876580321314022,0.00% (2)
Federal,Section 337 Investigations,2,0.002876580321314022,0.00% (2)
Federal,NEWS,2,0.002876580321314022,0.00% (2)
Federal,precedential,2,0.002876580321314022,0.00% (2)
Federal,presidential,2,0.002876580321314022,0.00% (2)
Federal,Section 337 Exclusion Orders,2,0.002876580321314022,0.00% (2)
Federal,private,2,0.002876580321314022,0.00% (2)
Federal,proceedings,2,0.002876580321314022,0.00% (2)
Federal,Endeavour,2,0.002876580321314022,0.00% (2)
Federal,public data listing,2,0.002876580321314022,0.00% (2)
Federal,public pair,2,0.002876580321314022,0.00% (2)
Federal,Energy:Sustainability,2,0.002876580321314022,0.00% (2)
Federal,"Santa Monica Basin, CA",2,0.002876580321314022,0.00% (2)
Federal,Executive Branch,2,0.002876580321314022,0.00% (2)
Federal,FOOD,2,0.002876580321314022,0.00% (2)
Federal,transparency,2,0.002876580321314022,0.00% (2)
Federal,2008_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,ttab,2,0.002876580321314022,0.00% (2)
Federal,2000_GR_NASA,2,0.002876580321314022,0.00% (2)
Federal,1997_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,1996_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,NMP,2,0.002876580321314022,0.00% (2)
Federal,"""Education"",""Science and Engineering Workforce""",2,0.002876580321314022,0.00% (2)
Federal,1998_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,1995_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,Health:Food and nutrition,2,0.002876580321314022,0.00% (2)
Federal,1999_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,1994_GR_NASA,2,0.002876580321314022,0.00% (2)
Federal,2000_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,SGP,2,0.002876580321314022,0.00% (2)
Federal,2001_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,2003_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,Healthy People 2020,2,0.002876580321314022,0.00% (2)
Federal,Healthy Aging,2,0.002876580321314022,0.00% (2)
Federal,Human language technology,2,0.002876580321314022,0.00% (2)
Federal,unpublished,2,0.002876580321314022,0.00% (2)
Federal,1994_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,Heating and cooling equipment,2,0.002876580321314022,0.00% (2)
Federal,visualization,2,0.002876580321314022,0.00% (2)
Federal,Health:Medical imaging,2,0.002876580321314022,0.00% (2)
Federal,1993_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,"White Sands, NM",1,0.001438290160657011,0.00% (1)
Federal,"Yukon River, AK",1,0.001438290160657011,0.00% (1)
Federal,"Yeo-Su,South Korea",1,0.001438290160657011,0.00% (1)
Federal,"Askja, Iceland",1,0.001438290160657011,0.00% (1)
Federal,"Ashurst Lake, AZ",1,0.001438290160657011,0.00% (1)
City,Day Labor Center,1,0.004687792987061692,0.00% (1)
City,Economy and Community,1,0.004687792987061692,0.00% (1)
Federal,"Whitecourt, Canada",1,0.001438290160657011,0.00% (1)
City,"Accommodation, Hospitality Industry",1,0.004687792987061692,0.00% (1)
Federal,ARESE,1,0.001438290160657011,0.00% (1)
Federal,"Warren, Australia",1,0.001438290160657011,0.00% (1)
Federal,ARB,1,0.001438290160657011,0.00% (1)
Federal,"Willandra, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Warings Woods, OR",1,0.001438290160657011,0.00% (1)
City,A Well Run City,1,0.004687792987061692,0.00% (1)
State,Roads,1,0.003300438958381465,0.00% (1)
Federal,AMI,1,0.001438290160657011,0.00% (1)
Federal,"Wapta Icefield, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Ajkwa, Indonesia",1,0.001438290160657011,0.00% (1)
Federal,"Aspen, Canada",1,0.001438290160657011,0.00% (1)
Federal,AIRMOSS,1,0.001438290160657011,0.00% (1)
Federal,AIAN Veterans,1,0.001438290160657011,0.00% (1)
Federal,"Arkansas County, AK",1,0.001438290160657011,0.00% (1)
City,Citywide,1,0.004687792987061692,0.00% (1)
Federal,"Wind River, WY",1,0.001438290160657011,0.00% (1)
Federal,"Araracuara, Colombia",1,0.001438290160657011,0.00% (1)
Federal,"Alma, GA",1,0.001438290160657011,0.00% (1)
Federal,"Weipa, Australia",1,0.001438290160657011,0.00% (1)
Federal,Access control,1,0.001438290160657011,0.00% (1)
Federal,"Alligator River, Australia",1,0.001438290160657011,0.00% (1)
City,Beautification,1,0.004687792987061692,0.00% (1)
Federal,Women Veterans,1,0.001438290160657011,0.00% (1)
Federal,AVHRR 1-KM PATHFINDER,1,0.001438290160657011,0.00% (1)
State,Tranportation Operations,1,0.003300438958381465,0.00% (1)
Federal,"Altona, Manitoba, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Wicomico, MD",1,0.001438290160657011,0.00% (1)
Federal,ATOMIC,1,0.001438290160657011,0.00% (1)
City,City Businesses,1,0.004687792987061692,0.00% (1)
Federal,West Taiwan,1,0.001438290160657011,0.00% (1)
Federal,Antarctic Ice - north,1,0.001438290160657011,0.00% (1)
Federal,Advisory Committee,1,0.001438290160657011,0.00% (1)
Federal,"Yakushima, Japan",1,0.001438290160657011,0.00% (1)
Federal,"Yankee Boy Basin, CO",1,0.001438290160657011,0.00% (1)
City,A Prosperous City,1,0.004687792987061692,0.00% (1)
City,?,1,0.004687792987061692,0.00% (1)
Federal,"Akiyoshi, Japan",1,0.001438290160657011,0.00% (1)
City,311 Call Center,1,0.004687792987061692,0.00% (1)
Federal,"Yass, NSW, Australia",1,0.001438290160657011,0.00% (1)
Federal,ASPR,1,0.001438290160657011,0.00% (1)
Federal,"Altamaha, GA",1,0.001438290160657011,0.00% (1)
Federal,"Yellow River, NT, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Anza Borrego Park, CA",1,0.001438290160657011,0.00% (1)
City,Contracts,1,0.004687792987061692,0.00% (1)
City,Emergency,1,0.004687792987061692,0.00% (1)
City,government,1,0.004687792987061692,0.00% (1)
Federal,"Yuma, AZ",1,0.001438290160657011,0.00% (1)
Federal,facilities,1,0.001438290160657011,0.00% (1)
Federal,grants,1,0.001438290160657011,0.00% (1)
State,Communications,1,0.003300438958381465,0.00% (1)
State,Community & Adult Ed,1,0.003300438958381465,0.00% (1)
Federal,food security,1,0.001438290160657011,0.00% (1)
State,Conservation,1,0.003300438958381465,0.00% (1)
Federal,food,1,0.001438290160657011,0.00% (1)
County,TNI,1,0.00918357975939021,0.01% (1)
County,Public Safety and Emergency Management,1,0.00918357975939021,0.01% (1)
Federal,historical records,1,0.001438290160657011,0.00% (1)
Federal,executive orders,1,0.001438290160657011,0.00% (1)
State,Dept of Human Services,1,0.003300438958381465,0.00% (1)
County,Parks & Recreation,1,0.00918357975939021,0.01% (1)
Federal,2016_PA_GBMF,1,0.001438290160657011,0.00% (1)
State,"Education, Training, Research, Teaching",1,0.003300438958381465,0.00% (1)
Federal,disability comp,1,0.001438290160657011,0.00% (1)
Federal,data,1,0.001438290160657011,0.00% (1)
Federal,gravity modeling of international trade,1,0.001438290160657011,0.00% (1)
Federal,international,1,0.001438290160657011,0.00% (1)
Federal,"Zuni, NM",1,0.001438290160657011,0.00% (1)
Federal,records,1,0.001438290160657011,0.00% (1)
Federal,2012_GR_GBMF,1,0.001438290160657011,0.00% (1)
Federal,partial equilibrium (PE) modeling tools,1,0.001438290160657011,0.00% (1)
Federal,open data,1,0.001438290160657011,0.00% (1)
Federal,oil and natural gas production,1,0.001438290160657011,0.00% (1)
Federal,2012_PA_GBMF,1,0.001438290160657011,0.00% (1)
Federal,proclamations,1,0.001438290160657011,0.00% (1)
Federal,proposed rules,1,0.001438290160657011,0.00% (1)
Federal,minority veterans,1,0.001438290160657011,0.00% (1)
Federal,unique veteran users,1,0.001438290160657011,0.00% (1)
Federal,2010 Facility Quality and Safety Report,1,0.001438290160657011,0.00% (1)
Federal,2009_AN_CRESIS,1,0.001438290160657011,0.00% (1)
Federal,meat,1,0.001438290160657011,0.00% (1)
Federal,state humanities council activity,1,0.001438290160657011,0.00% (1)
Federal,"Walnut Creek, IA",1,0.001438290160657011,0.00% (1)
Federal,trade and investment with Sub-Saharan Africa,1,0.001438290160657011,0.00% (1)
Federal,law enforcement,1,0.001438290160657011,0.00% (1)
Federal,dairy licenses,1,0.001438290160657011,0.00% (1)
County,Geographic,1,0.00918357975939021,0.01% (1)
Federal,2017_AN_UAF,1,0.001438290160657011,0.00% (1)
State,Personal,1,0.003300438958381465,0.00% (1)
State,Labor & Employment,1,0.003300438958381465,0.00% (1)
City,Life Enrichment,1,0.004687792987061692,0.00% (1)
Federal,A list of select adequacy determinations,1,0.001438290160657011,0.00% (1)
City,Libraries,1,0.004687792987061692,0.00% (1)
State,Municipality Overview,1,0.003300438958381465,0.00% (1)
City,Happiness,1,0.004687792987061692,0.00% (1)
State,Permits and Licensing,1,0.003300438958381465,0.00% (1)
City,Filming,1,0.004687792987061692,0.00% (1)
Federal,corporate managemetn,1,0.001438290160657011,0.00% (1)
Federal,ACRIMII,1,0.001438290160657011,0.00% (1)
Federal,amendments,1,0.001438290160657011,0.00% (1)
City,Explore Palo Alto,1,0.004687792987061692,0.00% (1)
City,Environment & Health,1,0.004687792987061692,0.00% (1)
Federal,administrative,1,0.001438290160657011,0.00% (1)
State,Public Reports and Maps,1,0.003300438958381465,0.00% (1)
City,Emergency Management,1,0.004687792987061692,0.00% (1)
City,Medical,1,0.004687792987061692,0.00% (1)
State,Juvenile Detention,1,0.003300438958381465,0.00% (1)
State,Intro to North Carolina,1,0.003300438958381465,0.00% (1)
State,Internal Data Lessons,1,0.003300438958381465,0.00% (1)
Federal,2018_AK_NASA,1,0.001438290160657011,0.00% (1)
State,Environmental & Natural Resources,1,0.003300438958381465,0.00% (1)
City,growing economic opportunities,1,0.004687792987061692,0.00% (1)
State,Environmental Protection,1,0.003300438958381465,0.00% (1)
City,Unknown,1,0.004687792987061692,0.00% (1)
Federal,civil rights,1,0.001438290160657011,0.00% (1)
City,Transit,1,0.004687792987061692,0.00% (1)
State,Government & Taxes,1,0.003300438958381465,0.00% (1)
City,Special Events,1,0.004687792987061692,0.00% (1)
Federal,cancer registry,1,0.001438290160657011,0.00% (1)
City,Public Reports and Maps,1,0.004687792987061692,0.00% (1)
City,Permits and Licensing,1,0.004687792987061692,0.00% (1)
City,Parking,1,0.004687792987061692,0.00% (1)
City,Orlando Police,1,0.004687792987061692,0.00% (1)
State,Insurance,1,0.003300438958381465,0.00% (1)
Federal,Auctions,1,0.001438290160657011,0.00% (1)
Federal,"Chickasha, OK",1,0.001438290160657011,0.00% (1)
Federal,"Wallops Island, VA",1,0.001438290160657011,0.00% (1)
Federal,Information Technology:Identity management,1,0.001438290160657011,0.00% (1)
Federal,Procurement,1,0.001438290160657011,0.00% (1)
Federal,Interment,1,0.001438290160657011,0.00% (1)
Federal,Inpatient,1,0.001438290160657011,0.00% (1)
Federal,"Innisfail, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Pt. Farewell, Australia",1,0.001438290160657011,0.00% (1)
Federal,Public Safety:First responder preparedness,1,0.001438290160657011,0.00% (1)
Federal,Public Safety:Law enforcement:Materials:Composites,1,0.001438290160657011,0.00% (1)
Federal,"Pulau Redang, Malaysia",1,0.001438290160657011,0.00% (1)
Federal,Pulse Analytics Survey,1,0.001438290160657011,0.00% (1)
Federal,Information Technology:Interoperability testing,1,0.001438290160657011,0.00% (1)
Federal,Information Technology:Internet of Things (IoT),1,0.001438290160657011,0.00% (1)
Federal,"Quelccaya, Peru",1,0.001438290160657011,0.00% (1)
Federal,RELAMPAGO,1,0.001438290160657011,0.00% (1)
Federal,IPY,1,0.001438290160657011,0.00% (1)
Federal,Information Technology:Healthcare IT,1,0.001438290160657011,0.00% (1)
Federal,ROSES,1,0.001438290160657011,0.00% (1)
Federal,RSS,1,0.001438290160657011,0.00% (1)
Federal,"Rabaul, Papua New Guinea",1,0.001438290160657011,0.00% (1)
Federal,"Rangiroa, French Polynesia",1,0.001438290160657011,0.00% (1)
Federal,Information Technology: Voting systems,1,0.001438290160657011,0.00% (1)
Federal,Information Technology: Visualization research,1,0.001438290160657011,0.00% (1)
Federal,Import Injury,1,0.001438290160657011,0.00% (1)
Federal,"Imperial Valley, CA",1,0.001438290160657011,0.00% (1)
Federal,"Iloilo, Philippines",1,0.001438290160657011,0.00% (1)
Federal,"Redlands, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Illogwa, Australia",1,0.001438290160657011,0.00% (1)
Federal,Interments,1,0.001438290160657011,0.00% (1)
Federal,"Prince Albert, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Presque Isle, ME",1,0.001438290160657011,0.00% (1)
Federal,Presidency,1,0.001438290160657011,0.00% (1)
Federal,"Kojima Wan, Japan",1,0.001438290160657011,0.00% (1)
Federal,"Kiribati, Gilbert Islands",1,0.001438290160657011,0.00% (1)
Federal,"Kinross, MI",1,0.001438290160657011,0.00% (1)
Federal,"Kidman Springs, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Kaw, French Guiana",1,0.001438290160657011,0.00% (1)
Federal,"Kapalga, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Kalgoorlie, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Kalapana, HI",1,0.001438290160657011,0.00% (1)
Federal,"Kaingaroa, New Zealand",1,0.001438290160657011,0.00% (1)
Federal,"Kahoolawe, HI",1,0.001438290160657011,0.00% (1)
Federal,KWAJEX,1,0.001438290160657011,0.00% (1)
Federal,"Juniper, OR",1,0.001438290160657011,0.00% (1)
Federal,Judicial Branch,1,0.001438290160657011,0.00% (1)
Federal,"Point Arguello, CA",1,0.001438290160657011,0.00% (1)
Federal,Polar Winds II,1,0.001438290160657011,0.00% (1)
Federal,Json file,1,0.001438290160657011,0.00% (1)
Federal,Json File,1,0.001438290160657011,0.00% (1)
Federal,"Pompeii, Italy",1,0.001438290160657011,0.00% (1)
Federal,"Jocotitlan, Mexico",1,0.001438290160657011,0.00% (1)
Federal,"Jemalong, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Pooncarie, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Jack Pine, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Popocatepetl, Mexico",1,0.001438290160657011,0.00% (1)
Federal,JAX90,1,0.001438290160657011,0.00% (1)
Federal,Investigations,1,0.001438290160657011,0.00% (1)
Federal,Renewable Electricity,1,0.001438290160657011,0.00% (1)
Federal,Resilience:Disaster and failure studies,1,0.001438290160657011,0.00% (1)
Federal,"Sacramento Valley, CA",1,0.001438290160657011,0.00% (1)
Federal,Greenland,1,0.001438290160657011,0.00% (1)
Federal,HTTPS Survey,1,0.001438290160657011,0.00% (1)
Federal,"SERC, MD",1,0.001438290160657011,0.00% (1)
Federal,HRAC,1,0.001438290160657011,0.00% (1)
Federal,HIV Infected Veterans in VHA Care,1,0.001438290160657011,0.00% (1)
Federal,SISTER,1,0.001438290160657011,0.00% (1)
Federal,HASO2,1,0.001438290160657011,0.00% (1)
Federal,"Gunn Point, Australia",1,0.001438290160657011,0.00% (1)
Federal,Gulf of Mexico,1,0.001438290160657011,0.00% (1)
Federal,"Gulf Stream, Atlantic Ocean",1,0.001438290160657011,0.00% (1)
Federal,"Guaviare, Colombia",1,0.001438290160657011,0.00% (1)
Federal,"Gualala River, CA",1,0.001438290160657011,0.00% (1)
Federal,"Guadalcanal, Solomon Islands",1,0.001438290160657011,0.00% (1)
Federal,Greenhouse gases,1,0.001438290160657011,0.00% (1)
Federal,Resilience:Earthquake risk reduction,1,0.001438290160657011,0.00% (1)
Federal,SMERGE,1,0.001438290160657011,0.00% (1)
Federal,SNAP Benefits Redemption,1,0.001438290160657011,0.00% (1)
Federal,"Great Victoria, Australia",1,0.001438290160657011,0.00% (1)
Federal,Grant Baseline Webinar,1,0.001438290160657011,0.00% (1)
Federal,"Governor, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Goldstream, AK",1,0.001438290160657011,0.00% (1)
Federal,"SP Flow, AZ",1,0.001438290160657011,0.00% (1)
Federal,"Gnarwarre, Austrialia",1,0.001438290160657011,0.00% (1)
Federal,"Gippsland, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Gilmore Creek, AK",1,0.001438290160657011,0.00% (1)
Federal,Geospatial Dataset,1,0.001438290160657011,0.00% (1)
Federal,"Gabbs Valley, NV",1,0.001438290160657011,0.00% (1)
Federal,"Half Moon Bay, CA",1,0.001438290160657011,0.00% (1)
Federal,SCAR_A,1,0.001438290160657011,0.00% (1)
Federal,"Hamilton, Victoria",1,0.001438290160657011,0.00% (1)
Federal,"Harz Mountains, Germany",1,0.001438290160657011,0.00% (1)
Federal,Resilience:Windstorm impact reduction,1,0.001438290160657011,0.00% (1)
Federal,"Reynolds Creek, ID",1,0.001438290160657011,0.00% (1)
Federal,"Rio Bravo, Belize",1,0.001438290160657011,0.00% (1)
Federal,IERS,1,0.001438290160657011,0.00% (1)
Federal,"Rio Hondo, Belize",1,0.001438290160657011,0.00% (1)
Federal,"Rio Hondo, Mexico",1,0.001438290160657011,0.00% (1)
Federal,Risk management,1,0.001438290160657011,0.00% (1)
Federal,"Riverside County, CA",1,0.001438290160657011,0.00% (1)
Federal,"Humpty Doo, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Humahuaca, Argentina",1,0.001438290160657011,0.00% (1)
Federal,"Rocky Mountains, CO",1,0.001438290160657011,0.00% (1)
Federal,Hospital Report Card,1,0.001438290160657011,0.00% (1)
Federal,"Rogers Lake, CA",1,0.001438290160657011,0.00% (1)
Federal,"Rosamond Dry Lake, CA",1,0.001438290160657011,0.00% (1)
Federal,Homeless Veterans,1,0.001438290160657011,0.00% (1)
Federal,History,1,0.001438290160657011,0.00% (1)
Federal,"Hiroshima Bay, Japan",1,0.001438290160657011,0.00% (1)
Federal,"Ruffy, Victoria",1,0.001438290160657011,0.00% (1)
Federal,Rural,1,0.001438290160657011,0.00% (1)
Federal,"S. Fen, Canada",1,0.001438290160657011,0.00% (1)
Federal,SAGE I,1,0.001438290160657011,0.00% (1)
Federal,SAGE II,1,0.001438290160657011,0.00% (1)
Federal,SAM-II,1,0.001438290160657011,0.00% (1)
Federal,"Hayman, CO",1,0.001438290160657011,0.00% (1)
Federal,SARAL,1,0.001438290160657011,0.00% (1)
Federal,"Kyoto, Japan",1,0.001438290160657011,0.00% (1)
Federal,"Physics:Atomic, molecular, and quantum:Physics:Optical physics",1,0.001438290160657011,0.00% (1)
Federal,LCCP,1,0.001438290160657011,0.00% (1)
Federal,Metrology:Force metrology,1,0.001438290160657011,0.00% (1)
Federal,"Nelson House, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Mississippi Delta, LA",1,0.001438290160657011,0.00% (1)
Federal,Mississippi - SW,1,0.001438290160657011,0.00% (1)
Federal,Neutron Research:Materials,1,0.001438290160657011,0.00% (1)
Federal,Migration Management,1,0.001438290160657011,0.00% (1)
Federal,Metrology:Weights and measures,1,0.001438290160657011,0.00% (1)
Federal,"Niigata, Japan",1,0.001438290160657011,0.00% (1)
Federal,Noise only test,1,0.001438290160657011,0.00% (1)
Federal,"Noordwijk, Netherlands",1,0.001438290160657011,0.00% (1)
Federal,Metrology:Mass metrology,1,0.001438290160657011,0.00% (1)
Federal,North Atlantic Ocean,1,0.001438290160657011,0.00% (1)
Federal,North Atlantic Ocean (Almaz),1,0.001438290160657011,0.00% (1)
Federal,"Meteor Crater, AZ",1,0.001438290160657011,0.00% (1)
Federal,Physics: Thermodynamics,1,0.001438290160657011,0.00% (1)
Federal,"Merida, Yucatan, Mexico",1,0.001438290160657011,0.00% (1)
Federal,"Meredith, NY",1,0.001438290160657011,0.00% (1)
Federal,"Northern Box, OK",1,0.001438290160657011,0.00% (1)
Federal,Memorials List,1,0.001438290160657011,0.00% (1)
Federal,Memorials,1,0.001438290160657011,0.00% (1)
Federal,Media,1,0.001438290160657011,0.00% (1)
Federal,"McDowell Mountains, AZ",1,0.001438290160657011,0.00% (1)
Federal,Mathematics and Statistics:Modeling and simulation research:Chemistry:Theoretical chemistry and modeling,1,0.001438290160657011,0.00% (1)
Federal,Mathematics and Statistics:Mathematical knowledge management,1,0.001438290160657011,0.00% (1)
Federal,Mathematics and Statistics: Uncertainty quantification,1,0.001438290160657011,0.00% (1)
Federal,Mathematics and Statistics: Statistical analysis,1,0.001438290160657011,0.00% (1)
Federal,Mathematics and Statistics: Modeling and simulation research,1,0.001438290160657011,0.00% (1)
Federal,"Missouri River, NE",1,0.001438290160657011,0.00% (1)
Federal,Natural hazards,1,0.001438290160657011,0.00% (1)
Federal,"Moenkopi, AZ",1,0.001438290160657011,0.00% (1)
Federal,"Monterey Bay, CA",1,0.001438290160657011,0.00% (1)
Federal,NGEE-Arctic,1,0.001438290160657011,0.00% (1)
Federal,NIMBUS7,1,0.001438290160657011,0.00% (1)
Federal,NASA ACCESS,1,0.001438290160657011,0.00% (1)
Federal,"N.Flux Tower, Canada",1,0.001438290160657011,0.00% (1)
Federal,"Munmarlary, Australia",1,0.001438290160657011,0.00% (1)
Federal,NOAA CLIMATE DATA RECORD (CDR) PROGRAM,1,0.001438290160657011,0.00% (1)
Federal,NOPP_MISST,1,0.001438290160657011,0.00% (1)
Federal,Multimorbidity,1,0.001438290160657011,0.00% (1)
Federal,"Muda Merbok, Malaysia",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Stanford, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Shasta, CA",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Read, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Keith, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Iwate, Japan",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Giles, Australia",1,0.001438290160657011,0.00% (1)
Federal,Nanotechnology,1,0.001438290160657011,0.00% (1)
Federal,Nanotechnology: Nanomaterials,1,0.001438290160657011,0.00% (1)
Federal,Nanotechnology:Nanochemistry,1,0.001438290160657011,0.00% (1)
Federal,"Mt. Gambier, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Mt. Bruce, Australia",1,0.001438290160657011,0.00% (1)
Federal,Nanotechnology:Nanophysics,1,0.001438290160657011,0.00% (1)
Federal,"Mountain View, CA",1,0.001438290160657011,0.00% (1)
Federal,"Nara, Japan",1,0.001438290160657011,0.00% (1)
Federal,Monthly Download Trends for Data.gov,1,0.001438290160657011,0.00% (1)
Federal,"Montespertoli, Italy",1,0.001438290160657011,0.00% (1)
Federal,Materials : Materials characterization,1,0.001438290160657011,0.00% (1)
Federal,Materials : Ceramics,1,0.001438290160657011,0.00% (1)
Federal,"Matagorda, TX",1,0.001438290160657011,0.00% (1)
Federal,"Lunar Lake, NV",1,0.001438290160657011,0.00% (1)
Federal,"Liverpool Plains, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Little Washita, OK",1,0.001438290160657011,0.00% (1)
Federal,Listing of Staff Publications and Research Papers,1,0.001438290160657011,0.00% (1)
Federal,"Paracou, French Guiana",1,0.001438290160657011,0.00% (1)
Federal,Listing of Commission Publications,1,0.001438290160657011,0.00% (1)
Federal,"Paria River, AZ",1,0.001438290160657011,0.00% (1)
Federal,Level 1 calibrated radiance,1,0.001438290160657011,0.00% (1)
Federal,"Parson, Canada",1,0.001438290160657011,0.00% (1)
Federal,Participation Federal,1,0.001438290160657011,0.00% (1)
Federal,Legislative Branch,1,0.001438290160657011,0.00% (1)
Federal,"Leach Lake, CA",1,0.001438290160657011,0.00% (1)
Federal,"Lawlers, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Las Derrumbado, Mexico",1,0.001438290160657011,0.00% (1)
Federal,"Landes, France",1,0.001438290160657011,0.00% (1)
Federal,"Pekan, Malaysia",1,0.001438290160657011,0.00% (1)
Federal,"Lake Gregory, Australia",1,0.001438290160657011,0.00% (1)
Federal,"La Victoria, Mexico",1,0.001438290160657011,0.00% (1)
Federal,"Perseverance, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Philip Smith Mtns., AK",1,0.001438290160657011,0.00% (1)
Federal,LITE,1,0.001438290160657011,0.00% (1)
Federal,LDCM,1,0.001438290160657011,0.00% (1)
Federal,Physician-Patient Communication,1,0.001438290160657011,0.00% (1)
Federal,"Physics: Atomic, molecular, and quantum",1,0.001438290160657011,0.00% (1)
Federal,Physics: Biological physics,1,0.001438290160657011,0.00% (1)
Federal,Physics: Condensed matter,1,0.001438290160657011,0.00% (1)
Federal,"Lost River, WV",1,0.001438290160657011,0.00% (1)
Federal,"Lytle Creek, CA",1,0.001438290160657011,0.00% (1)
Federal,"Marikina,Philippines",1,0.001438290160657011,0.00% (1)
Federal,"Pajingo, Australia",1,0.001438290160657011,0.00% (1)
Federal,Manufacturing:Work force,1,0.001438290160657011,0.00% (1)
Federal,"Oberpfaffenhofen, Germany",1,0.001438290160657011,0.00% (1)
Federal,Manufacturing:Robotics in manufacturing:Manufacturing,1,0.001438290160657011,0.00% (1)
Federal,"Okefenokee, GA/FL",1,0.001438290160657011,0.00% (1)
Federal,"Olary, Australia",1,0.001438290160657011,0.00% (1)
Federal,Manufacturing: Robotics in manufacturing,1,0.001438290160657011,0.00% (1)
Federal,"Oltrepo Pavese, Italy",1,0.001438290160657011,0.00% (1)
Federal,Manufacturing: Biomanufacturing,1,0.001438290160657011,0.00% (1)
Federal,"Orange, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Orizaba, Mexico",1,0.001438290160657011,0.00% (1)
Federal,"Manley, AK",1,0.001438290160657011,0.00% (1)
Federal,"Manix, CA",1,0.001438290160657011,0.00% (1)
Federal,"Manistee, MI",1,0.001438290160657011,0.00% (1)
Federal,"Manatee County, FL",1,0.001438290160657011,0.00% (1)
Federal,Managing Director,1,0.001438290160657011,0.00% (1)
Federal,"Otter River, MI",1,0.001438290160657011,0.00% (1)
Federal,"Otztal, Austria",1,0.001438290160657011,0.00% (1)
Federal,"Ouachita Mountains, AR",1,0.001438290160657011,0.00% (1)
Federal,"Overton Bottoms, MO",1,0.001438290160657011,0.00% (1)
Federal,"Mammoth, CA",1,0.001438290160657011,0.00% (1)
Federal,"Owlshead Mtns, CA",1,0.001438290160657011,0.00% (1)
Federal,"Mahantango, PA",1,0.001438290160657011,0.00% (1)
Federal,"Mabura Hill, Guyana",1,0.001438290160657011,0.00% (1)
Federal,Pacific Islands,1,0.001438290160657011,0.00% (1)
Federal,Page Views Monthly,1,0.001438290160657011,0.00% (1)
Federal,SUCCESS,1,0.001438290160657011,0.00% (1)
Federal,GHSL,1,0.001438290160657011,0.00% (1)
Federal,"Avra Valley, AZ",1,0.001438290160657011,0.00% (1)
Federal,"Transect, MB, Canada",1,0.001438290160657011,0.00% (1)
Federal,Cemetery and burial data,1,0.001438290160657011,0.00% (1)
Federal,"Tongariro, New Zealand",1,0.001438290160657011,0.00% (1)
Federal,"Cascade Head, OR",1,0.001438290160657011,0.00% (1)
Federal,"Casa Grande, AZ",1,0.001438290160657011,0.00% (1)
Federal,"Carrizozo Lava Flow, NM",1,0.001438290160657011,0.00% (1)
Federal,"Toolik, AK",1,0.001438290160657011,0.00% (1)
Federal,"Carinda, Australia",1,0.001438290160657011,0.00% (1)
Federal,"Tottori, Japan",1,0.001438290160657011,0.00% (1)
Federal,Trade and Production,1,0.001438290160657011,0.00% (1)
Federal,Trafficking in Persons,1,0.001438290160657011,0.00% (1)
Federal,Training Type,1,0.001438290160657011,0.00% (1)
Federal,"Cape Hatteras, NC",1,0.001438290160657011,0.00% (1)
Federal,"Transect, SK, Canada",1,0.001438290160657011,0.00% (1)
